OTU_ID	taxonomy	alternative classification and confidence	model_category	approx_size (ref)
4730e90c269bf951351ee795c0713c6d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_pelagia			
7e7bbd7e64645e93f5e6c5ff1686d3f1	d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__Nitrospina			
36a09bd1426393c9a636a7450adc023b	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade			
26f6b6e87cabd76c1c2986c73813b62b	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__SAR202_clade; f__SAR202_clade; g__SAR202_clade			
7d98c80de4e539f1cb4157a48c842161	d__Bacteria; p__Acidobacteriota; c__Subgroup_21; o__Subgroup_21; f__Subgroup_21; g__Subgroup_21; s__uncultured_bacterium			
2e623cf85f20d6e03b42ce2438eb5f48	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__SAR202_clade; f__SAR202_clade; g__SAR202_clade; s__uncultured_deep-sea			
62be387e23c3fd78f59a552d1686e5bf	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__S25-593; g__S25-593; s__marine_metagenome			
062c162822a6ec3483892adf98e990bb	d__Bacteria; p__Acidobacteriota; c__Subgroup_21; o__Subgroup_21; f__Subgroup_21; g__Subgroup_21; s__uncultured_bacterium			
c6d6149c09c7ef60329ba9c59c5bdaec	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__AEGEAN-169_marine_group; g__AEGEAN-169_marine_group			
effc8e04000e0355d6abe12338b28b0e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Spongiibacteraceae; g__BD1-7_clade; s__Dasania_sp.			
0e26f98fbd7cf6da06a5009112f0af64	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade			
3e9a79d101ccab4f87806efbe9be2c07	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade			
3640123808f5f5d3de4baf0107e96ffb	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Magnetospiraceae; g__uncultured; s__uncultured_Alphaproteobacteria			
8edbda68b25c57dde9598e1dc88b3844	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__uncultured_bacterium			
4ba7e8d0b80cf601749f87b52c0feda8	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II			
10796da6ded272ecc7f7fb30b1b07f34	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__KI89A_clade; f__KI89A_clade; g__KI89A_clade; s__uncultured_bacterium			
cac4289ae44532397a9989ce789be941	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade)			
ec379dd909751463283961e17721cf6b	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__metagenome			
effc4726d90561dda060cd0934c1c47d	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_delta			
e98b14d25b02985aec4842fcf0a903a6	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__SAR202_clade; f__SAR202_clade; g__SAR202_clade; s__uncultured_marine			
039cc608afd86f3a4ec4db618160b187	d__Bacteria; p__PAUC34f; c__PAUC34f; o__PAUC34f; f__PAUC34f; g__PAUC34f; s__uncultured_bacterium			
5598064107ce3132e30047d25dc1ecfd	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade			
bbd6b06f264c992a3b29a8a5e4c2e76a	d__Bacteria; p__NB1-j; c__NB1-j; o__NB1-j; f__NB1-j; g__NB1-j; s__uncultured_marine			
20e66593beed454fbf0ba509071790d6	d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190; s__uncultured_bacterium			
3d40e4a61bb7c34b8074ee5f3c896df4	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__uncultured_Fibrobacteres/Acidobacteria			
0c98c09e6aeb9a74ca45ee2fd4f84f40	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__PB19; f__PB19; g__PB19			
be108f847cd5989f363b4c99e1be4179	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_marine			
d84243ac5a7dacdd3320cfbea788e46e	d__Bacteria; p__Margulisbacteria; c__Margulisbacteria; o__Margulisbacteria; f__Margulisbacteria; g__Margulisbacteria; s__uncultured_bacterium			
2c2f812d304b5cad0b3ba470a9112de8	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Rhodopirellula; s__bacterium_WH5-6			
adf7f6092b78bf58298dfd58eb65d1c8	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__uncultured_marine			
5e7592ef77239d1b486a76b0916fe037	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__uncultured_bacterium			
58bd74152a863c933a3f340e7fe608c6	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_II; g__Clade_II			
ce685dfb18517eda786bbfde805cfcde	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__AEGEAN-169_marine_group; g__AEGEAN-169_marine_group; s__uncultured_bacterium			
53ecc0f2d0c17b4c2d77b9c68dd1c1e9	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Woesearchaeales; g__Woesearchaeales; s__uncultured_bacterium			
2607690fe803077011a2c53588182005	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group			
2a28739b3218cdd4c006bd5c39ceb124	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__hydrothermal_vent			
3e452fc959e56ecd410bb5e71e7a1d0b	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade			
3b6c608e0763649d152befedccd09654	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__AEGEAN-169_marine_group; g__AEGEAN-169_marine_group; s__uncultured_bacterium			
a700dc4a6bbb06718f1574856dd07cdc	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__AEGEAN-169_marine_group; g__AEGEAN-169_marine_group; s__uncultured_bacterium			
d23d96342cdf0a84382ef671e8c788ba	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__metagenome			
2ed76a5270aab2de4cb7a3440d8723ed	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__OM182_clade; f__OM182_clade; g__OM182_clade; s__uncultured_marine			
e4abe7c7fc95ed3962387cc2a870c5a0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I; g__uncultured; s__uncultured_bacterium			
f1c339250b529f28f0b974b88ea726fc	d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB			
be5b514a178386b247222c8ddcdc48dd	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Defluviicoccales; f__uncultured; g__uncultured; s__uncultured_bacterium			
c55025573ce375b304cd5a73d42f3ed5	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_bacterium			
92778b4bd5547fcc785c94aa42965ab2	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade)			
729ef47c5c5d7645a02429a60cb74628	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__PB19; f__PB19; g__PB19			
7439e96f214a3d8e959b7e55eb01b7bc	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Coxiellales; f__Coxiellaceae; g__Coxiella; s__uncultured_marine			
cf87220005ec399bc2f74cb29344cb95	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_II; g__Clade_II			
3ff2059efb6235c1ee1f56121018755c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Coxiellales; f__Coxiellaceae; g__Coxiella			
dc23d592d3c4e6dd323081389696f83f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Coxiellales; f__Coxiellaceae; g__Coxiella; s__uncultured_marine			
89e776ec3331fc8b7b79f0119ce39bfb	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__uncultured_bacterium			
ad588fca66cc19f08f5c4cefc4055b63	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales			
9d47025b59ec2baa99324e9e23f55816	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__Marine_group			
fed9c7ceca9a986dc81f8accd1c71b09	d__Bacteria; p__Poribacteria; c__Poribacteria; o__Poribacteria; f__Poribacteria; g__Poribacteria; s__marine_metagenome			
19aa75c3ec424b831fa268e70fbd0d28	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Ectothiorhodospirales; f__Ectothiorhodospiraceae; g__uncultured; s__uncultured_marine			
2393dc0733e4519bf3baf786b555a3c9	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__S25-593; g__S25-593; s__marine_metagenome			
0e8c5e71ea8ef1aecf3f3069e9345b49	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I; g__uncultured; s__uncultured_marine			
4683aca8db180ed751d1ebf52432fc83	d__Bacteria; p__Acidobacteriota; c__Subgroup_5; o__Subgroup_5; f__Subgroup_5; g__Subgroup_5; s__uncultured_bacterium			
d99c867cd20b61f60a2a468c3ddd6471	d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__Nitrospina; s__uncultured_bacterium			
06181f819eba58b805dc1d9c4041c1b2	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__HOC36; f__HOC36; g__HOC36; s__uncultured_bacterium			
5d3fda2dc535cbcce16335d1b71e21f7	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I; g__uncultured			
03879af62840af049484a692954f4679	d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25			
756176f4314a8d279323afa59708c7ee	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__SAR202_clade; f__SAR202_clade; g__SAR202_clade; s__uncultured_Chloroflexi			
005ee65c850b44aa6bca3721d1bd79c2	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__uncultured_bacterium			
3501e9adee899b18a541582a3221a177	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__uncultured_bacterium			
2c70e5e8eeec9aba6fd525c9e438ead2	d__Bacteria; p__Gemmatimonadota; c__PAUC43f_marine_benthic_group; o__PAUC43f_marine_benthic_group; f__PAUC43f_marine_benthic_group; g__PAUC43f_marine_benthic_group; s__uncultured_sponge			
2de949517dc1aedddce585b70189e341	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__AEGEAN-169_marine_group; g__AEGEAN-169_marine_group; s__uncultured_bacterium			
e5dadc0385e49ea9d8254ec1a63749d3	d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Oligoflexales; f__uncultured; g__uncultured; s__uncultured_proteobacterium			
a1e9c4f6ef9e2c55e66d304e07e8d0e9	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_marine			
8493dfe75b5ef6b7b31a1c5ff5f3a90d	Eukaryota; Archaeplastida; Rhodophyta; Florideophyceae		red_algae	
6b35177de5f482eee4c265d92d67adfb	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_delta			
afdddcac496d0ec2b66fc9438547fc38	d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Oligoflexales; f__uncultured; g__uncultured; s__uncultured_bacterium			
7fba9b2d5a7e9004ab2c475d90a9cef7	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group			
4dc94d5809eb136348771e8b77372803	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade			
8ef63ce849241a1b86bf06f9a129a8bf	d__Bacteria; p__NB1-j; c__NB1-j; o__NB1-j; f__NB1-j; g__NB1-j			
6acf6f490e061a52d891df06e9d8eb36	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Microtrichaceae; g__Sva0996_marine_group; s__marine_metagenome			
02edbc36f5e5edf8faed625925264990	d__Bacteria; p__Gemmatimonadota; c__BD2-11_terrestrial_group; o__BD2-11_terrestrial_group; f__BD2-11_terrestrial_group; g__BD2-11_terrestrial_group; s__uncultured_Gemmatimonadales			
c8b5f476c27b9507a70e81d25f90822e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_II; g__Clade_II			
725ae9ad4ea343f3b4aabe15203c711a	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_II; g__Clade_II			
404850659f27dc9dc168bb6d02e4ee5f	d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__Nitrospina; s__uncultured_delta			
6d93dbb23914db3461ab82bcbbded5b4	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__AT-s3-44; f__AT-s3-44; g__AT-s3-44; s__uncultured_bacterium			
b8290b0467829cf0627226347d8a61af	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured; s__uncultured_marine			
2b0cb43be15a1b0c9277c34b19709c04	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__uncultured_bacterium			
e74b4e2152cffd6181ae97d3b1973ae0	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Dinophyceae			
c254d1987936b9bd6497469b822ec723	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Dino-Group-II; family_Dino-Group-II-Clade-3; genus_Dino-Group-II-Clade-3_X; species_Dino-Group-II-Clade-3_X_sp.			
168636d0e749f0bec76bd2a056230ba2	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_II; g__Clade_II			
9e02257896626b265ef5764cbc5ae77d	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__SAR202_clade; f__SAR202_clade; g__SAR202_clade; s__uncultured_deep-sea			
f9c4d22ad827f879afdfb3de9b975363	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__UBA10353_marine_group; f__UBA10353_marine_group; g__UBA10353_marine_group; s__uncultured_marine			
04cd393abff9487aa5c2c8074edc799e	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Arctic97B-4_marine_group; f__Arctic97B-4_marine_group; g__Arctic97B-4_marine_group; s__uncultured_organism			
fcf8b056384cf638eafed262719ead0f	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__AEGEAN-169_marine_group; g__AEGEAN-169_marine_group; s__uncultured_bacterium			
b0678b19879014d8bc700057ed53eb26	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade			
b673695a093f9440317c76eb908d49f9	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group			
13e1001ff4ccb38036cd8cf1f00b8e34	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group			
03c5273acf49d5f662eaf4346fc47bb0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__S25-593; g__S25-593; s__uncultured_marine			
a1f03e4e43eb5eb04d1c233382849053	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade)			
79d2ebf4bcc4680394362a4c8a85f26f	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade)			
9944d96cc273e194e4d62ec1919fee64	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_marine			
86023a59b5d25b749955eba4cd6f26c5	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Magnetospiraceae; g__uncultured			
8deb83912b78874e96e35d5b4faa3b79	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_II; g__Clade_II			
a53ba73f595aaefdf657f41b86f34a6c	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__uncultured_Candidatus			
985b83e9ab8e8955aa11d0787b1e5a62	d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190; s__uncultured_bacterium			
1af1ddbfa915b2ac4c529bcc9fc121a9	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__uncultured; s__marine_metagenome			
c3c5a196e5491edbb48431e3c4a4cbb5	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II			
0648b5201bdf48bbf8e06f5edf2e477e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I; g__uncultured			
2a26d30da2c8ce1ad2d8bff5dfa1ab47	kingdom_Eukaryota; supergroup_Rhizaria; division_Radiolaria; class_Polycystinea; order_Spumellarida; family_Spumellarida-Group-I; genus_Cladococcus; species_Cladococcus_viminalis			
370950eb8d15a654d4ff721865ef1728	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Coxiellales; f__Coxiellaceae; g__Coxiella			
a49eae22c696264ec44324ccc015acc5	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__hydrothermal_vent			
5beb0b2ac56e955b6d0fb7048de05827	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X; Pedinellales; Pedinellales_X; Pedinellales_X_sp.	come back later; gave up	unclassified	
2b2308090f1005649c9103f37ec5b3cd	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__uncultured_bacterium			
630eed308f4c22ba515529e3999dd9db	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group			
ec9675714fa0ce8d8dbf77a39be57a1a	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Nitrosopumilaceae; s__uncultured_thaumarchaeote			
0710ede8ee7fde454cef4e0620ac3459	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__AEGEAN-169_marine_group; g__AEGEAN-169_marine_group; s__uncultured_bacterium			
24c93b88e250144f6e7b722686f46cd0	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Candidatus_Nitrosopelagicus; s__marine_metagenome			
baaee7498711cbcd293a3dad0a1566cf	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__P3OB-42; s__uncultured_bacterium			
82948ecc71ec48f8de3ef349dc21942c	d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Oligoflexales; f__uncultured; g__uncultured; s__marine_metagenome			
543a1fcb25852028805f31b53f747b91	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis_sp.		phaeocystis	
1aa39b684ad28fe63afaa6404480bd2b	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__uncultured_bacterium			
e800972e29958497faa5a4cccf07472b	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade)			
560fc3446f267dd55981cc5d77bdd333	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__PB19; f__PB19; g__PB19; s__uncultured_marine			
7ba69ab37053f815413d24137b714cbf	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__uncultured_bacterium			
e2750e572b393dfa483418ad6e471453	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Defluviicoccales; f__uncultured; g__uncultured; s__unidentified_marine			
5fb96429197dfd03e8f4089cde61c1d7	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__AEGEAN-169_marine_group; g__AEGEAN-169_marine_group			
6758f9f3a81c2c2a8dd222f8225ae043	d__Bacteria; p__Margulisbacteria; c__Margulisbacteria; o__Margulisbacteria; f__Margulisbacteria; g__Margulisbacteria; s__uncultured_marine			
a2289fa9f84dc326d014c39dd037fceb	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__PB19; f__PB19; g__PB19; s__uncultured_marine			
ad72904c7999d1c42c50fb65529f7f5f	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__AEGEAN-169_marine_group; g__AEGEAN-169_marine_group; s__uncultured_bacterium			
21af357e23202565367695ee0e5e84bc	Eukaryota; Archaeplastida; Chlorophyta; Prasino-Clade-9; Prasino-Clade-9_X; Prasino-Clade-9_XX; Prasino-Clade-9_XXX; Prasino-Clade-9_XXX_sp.		pico_eu	unclear, but comes from picoplankton fractions (Tragin 2016)
42a0d721aa88e590ce845372f76537f3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured; s__uncultured_Owenweeksia			
7190fea86124837b987f0329ffe401c3	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__uncultured; s__marine_metagenome			
df4c9f448e211025e2b4a5e5c449fb4d	d__Bacteria; p__Margulisbacteria; c__Margulisbacteria; o__Margulisbacteria; f__Margulisbacteria; g__Margulisbacteria; s__uncultured_bacterium			
141eb9e0e09d690fd1f5df9892160ea8	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade			
5561c28fb11519ca8b7005863178687a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Piscirickettsiales; f__Piscirickettsiaceae; g__Candidatus_Endoecteinascidia			
8deabc02e952d4a8d112a6e2fc4c4c6f	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__P3OB-42; s__uncultured_myxobacterium			
48c82b35097bbd78e8fcbc8026f7633c	d__Bacteria; p__Margulisbacteria; c__Margulisbacteria; o__Margulisbacteria; f__Margulisbacteria; g__Margulisbacteria; s__marine_metagenome			
89f6eab89333aab2bd92620f14714afa	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__AEGEAN-169_marine_group; g__AEGEAN-169_marine_group; s__unidentified_marine			
b53594c17093cd4c62109028ee7e078a	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Ascidiaceihabitans; s__uncultured_bacterium			
32139a8d13bde152a0483b722acdad66	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Nitrosopumilaceae; s__uncultured_thaumarchaeote			
9297a7f1361e9ca74320aeef501a05ff	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_II; g__Clade_II			
a7a7a5101959715273acb2c1436f34dd	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade)			
5cc316f7f1e694f55214c8d7708ad2e3	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrosococcales; f__Nitrosococcaceae; g__MSB-1D1; s__uncultured_bacterium			
66e0b45c2edf8ccc50100829d70fbaaf	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I; g__uncultured			
703a05c453fccf54554d2a112cb2d8e4	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Schleiferiaceae; g__Schleiferia; s__uncultured_bacterium			
